DATE;T2M_MAX;FECHA;T2M_MIN;FECHA;PRECTOTCORR;FECHA;RH2M;FECHA;PSC;FECHA;WS10M;FECHA;WD10M
01/01/1981;28;01/01/1981;18,65;01/01/1981;2,62;01/01/1981;77,94;01/01/1981;74,33;01/01/1981;2,79;01/01/1981;286,69
02/01/1981;28,9;02/01/1981;18,55;02/01/1981;1,25;02/01/1981;75,12;02/01/1981;74,36;02/01/1981;2,95;02/01/1981;259,94
03/01/1981;29,33;03/01/1981;19,06;03/01/1981;1,53;03/01/1981;74,19;03/01/1981;74,28;03/01/1981;3,3;03/01/1981;281,62
04/01/1981;29,54;04/01/1981;18,91;04/01/1981;0,18;04/01/1981;73,44;04/01/1981;74,28;04/01/1981;3,6;04/01/1981;271,94
05/01/1981;29,55;05/01/1981;18,7;05/01/1981;0,54;05/01/1981;72,38;05/01/1981;74,33;05/01/1981;3,7;05/01/1981;270,75
06/01/1981;29,89;06/01/1981;19,05;06/01/1981;2,82;06/01/1981;74;06/01/1981;74,29;06/01/1981;3,62;06/01/1981;283,81
07/01/1981;29,1;07/01/1981;19,07;07/01/1981;2,67;07/01/1981;75,25;07/01/1981;74,32;07/01/1981;3,48;07/01/1981;265,69
08/01/1981;27,65;08/01/1981;19,14;08/01/1981;1,43;08/01/1981;79,25;08/01/1981;74,3;08/01/1981;3,07;08/01/1981;267,88
09/01/1981;28,17;09/01/1981;19,62;09/01/1981;3,79;09/01/1981;78,12;09/01/1981;74,28;09/01/1981;2,27;09/01/1981;279,81
10/01/1981;28,07;10/01/1981;19,49;10/01/1981;6,3;10/01/1981;79,62;10/01/1981;74,35;10/01/1981;3,16;10/01/1981;285,44
11/01/1981;27,18;11/01/1981;19,12;11/01/1981;7,05;11/01/1981;81,25;11/01/1981;74,3;11/01/1981;2,44;11/01/1981;281,06
12/01/1981;25,61;12/01/1981;19,58;12/01/1981;28,48;12/01/1981;85,75;12/01/1981;74,25;12/01/1981;2,55;12/01/1981;299,38
13/01/1981;25,83;13/01/1981;19,16;13/01/1981;8,66;13/01/1981;86,31;13/01/1981;74,32;13/01/1981;3,14;13/01/1981;290,94
14/01/1981;27,03;14/01/1981;18,46;14/01/1981;1,24;14/01/1981;81,31;14/01/1981;74,39;14/01/1981;2,48;14/01/1981;263,25
15/01/1981;26,73;15/01/1981;19,59;15/01/1981;0,11;15/01/1981;83;15/01/1981;74,36;15/01/1981;3,08;15/01/1981;274,06
16/01/1981;26,37;16/01/1981;19,26;16/01/1981;1,15;16/01/1981;82,69;16/01/1981;74,34;16/01/1981;2,97;16/01/1981;273,69
17/01/1981;25,94;17/01/1981;18,86;17/01/1981;3,05;17/01/1981;83;17/01/1981;74,37;17/01/1981;2,84;17/01/1981;265,56
18/01/1981;26,4;18/01/1981;18,99;18/01/1981;2,79;18/01/1981;83,12;18/01/1981;74,43;18/01/1981;3;18/01/1981;276,56
19/01/1981;27,09;19/01/1981;18,82;19/01/1981;5,01;19/01/1981;82;19/01/1981;74,38;19/01/1981;2,88;19/01/1981;250
20/01/1981;27,67;20/01/1981;18,84;20/01/1981;1,68;20/01/1981;80,44;20/01/1981;74,38;20/01/1981;3,23;20/01/1981;256,88
21/01/1981;27,28;21/01/1981;18,98;21/01/1981;0,69;21/01/1981;79,44;21/01/1981;74,4;21/01/1981;2,94;21/01/1981;246,94
22/01/1981;27,4;22/01/1981;19,36;22/01/1981;1,21;22/01/1981;78,31;22/01/1981;74,44;22/01/1981;2,34;22/01/1981;273,12
23/01/1981;28,03;23/01/1981;18,91;23/01/1981;1,64;23/01/1981;77,88;23/01/1981;74,42;23/01/1981;2,55;23/01/1981;283,44
24/01/1981;27,15;24/01/1981;18,88;24/01/1981;1,53;24/01/1981;79;24/01/1981;74,38;24/01/1981;2,73;24/01/1981;259,12
25/01/1981;27,25;25/01/1981;18,71;25/01/1981;12,5;25/01/1981;81,5;25/01/1981;74,35;25/01/1981;2,5;25/01/1981;279,88
26/01/1981;27,37;26/01/1981;18,77;26/01/1981;6,03;26/01/1981;82,31;26/01/1981;74,32;26/01/1981;3,23;26/01/1981;298,5
27/01/1981;26,9;27/01/1981;18,7;27/01/1981;13,66;27/01/1981;82,81;27/01/1981;74,29;27/01/1981;3,77;27/01/1981;262,31
28/01/1981;26,4;28/01/1981;18,62;28/01/1981;3,22;28/01/1981;82,81;28/01/1981;74,34;28/01/1981;3,52;28/01/1981;256,94
29/01/1981;25,98;29/01/1981;18,86;29/01/1981;10,35;29/01/1981;83,31;29/01/1981;74,43;29/01/1981;2,84;29/01/1981;279,81
30/01/1981;27,15;30/01/1981;18,83;30/01/1981;36,08;30/01/1981;85;30/01/1981;74,37;30/01/1981;2,81;30/01/1981;290,19
31/01/1981;24,9;31/01/1981;19,26;31/01/1981;41,12;31/01/1981;89,81;31/01/1981;74,24;31/01/1981;3,54;31/01/1981;270,44
01/02/1981;24,32;01/02/1981;18,97;01/02/1981;27,33;01/02/1981;89,25;01/02/1981;74,24;01/02/1981;3;01/02/1981;260,19
02/02/1981;23,98;02/02/1981;19,27;02/02/1981;6,37;02/02/1981;90,25;02/02/1981;74,32;02/02/1981;3,2;02/02/1981;273,5
03/02/1981;26,08;03/02/1981;18,86;03/02/1981;27,42;03/02/1981;88,38;03/02/1981;74,32;03/02/1981;3,3;03/02/1981;270,38
04/02/1981;25,23;04/02/1981;19,39;04/02/1981;25,67;04/02/1981;88,5;04/02/1981;74,27;04/02/1981;3,12;04/02/1981;266
05/02/1981;25,3;05/02/1981;19,44;05/02/1981;9,4;05/02/1981;88,38;05/02/1981;74,29;05/02/1981;3,06;05/02/1981;272,19
06/02/1981;26,38;06/02/1981;19,64;06/02/1981;14,3;06/02/1981;86,75;06/02/1981;74,31;06/02/1981;3,2;06/02/1981;284,81
07/02/1981;26,05;07/02/1981;19,4;07/02/1981;7,11;07/02/1981;87,25;07/02/1981;74,34;07/02/1981;3,09;07/02/1981;275,31
08/02/1981;25,74;08/02/1981;19,82;08/02/1981;15,99;08/02/1981;88,94;08/02/1981;74,3;08/02/1981;3,02;08/02/1981;269,19
09/02/1981;25,16;09/02/1981;19,6;09/02/1981;23,13;09/02/1981;90,56;09/02/1981;74,3;09/02/1981;2,91;09/02/1981;295
10/02/1981;26,13;10/02/1981;19,35;10/02/1981;9,17;10/02/1981;89,31;10/02/1981;74,24;10/02/1981;3,09;10/02/1981;274,88
11/02/1981;25,88;11/02/1981;19,94;11/02/1981;32,75;11/02/1981;89,31;11/02/1981;74,33;11/02/1981;3,47;11/02/1981;253,88
12/02/1981;24,3;12/02/1981;19,31;12/02/1981;14,02;12/02/1981;87,75;12/02/1981;74,29;12/02/1981;2,09;12/02/1981;210,5
13/02/1981;26,01;13/02/1981;19,51;13/02/1981;7,83;13/02/1981;83,38;13/02/1981;74,35;13/02/1981;1,73;13/02/1981;234,19
14/02/1981;26,82;14/02/1981;19,4;14/02/1981;16,18;14/02/1981;85,81;14/02/1981;74,31;14/02/1981;2,38;14/02/1981;269,5
15/02/1981;26,49;15/02/1981;19,25;15/02/1981;3,85;15/02/1981;86,62;15/02/1981;74,28;15/02/1981;2,64;15/02/1981;272,5
16/02/1981;26,64;16/02/1981;19,24;16/02/1981;7,84;16/02/1981;86,38;16/02/1981;74,21;16/02/1981;2,84;16/02/1981;274,44
17/02/1981;25,96;17/02/1981;19,75;17/02/1981;2,69;17/02/1981;88,69;17/02/1981;74,16;17/02/1981;2,73;17/02/1981;295,88
18/02/1981;24,82;18/02/1981;20,05;18/02/1981;6,65;18/02/1981;91,31;18/02/1981;74,21;18/02/1981;3,36;18/02/1981;271,56
19/02/1981;26,56;19/02/1981;20,14;19/02/1981;15,99;19/02/1981;88,94;19/02/1981;74,25;19/02/1981;3,67;19/02/1981;268,38
20/02/1981;26,94;20/02/1981;19,73;20/02/1981;16,07;20/02/1981;87,31;20/02/1981;74,21;20/02/1981;3,11;20/02/1981;287,94
21/02/1981;25,17;21/02/1981;19,91;21/02/1981;13,4;21/02/1981;89,62;21/02/1981;74,15;21/02/1981;3,41;21/02/1981;282,25
22/02/1981;25,64;22/02/1981;19,84;22/02/1981;17,69;22/02/1981;89,38;22/02/1981;74,13;22/02/1981;2,79;22/02/1981;279,31
23/02/1981;26,19;23/02/1981;20,29;23/02/1981;6,47;23/02/1981;90,12;23/02/1981;74,1;23/02/1981;3,7;23/02/1981;295,62
24/02/1981;24,8;24/02/1981;20,15;24/02/1981;4,18;24/02/1981;91,75;24/02/1981;74,07;24/02/1981;3,3;24/02/1981;294,25
25/02/1981;26,68;25/02/1981;19,83;25/02/1981;1,62;25/02/1981;89,56;25/02/1981;74,09;25/02/1981;3,41;25/02/1981;302,5
26/02/1981;27,3;26/02/1981;20,11;26/02/1981;0,24;26/02/1981;88,06;26/02/1981;74,1;26/02/1981;3,31;26/02/1981;296,56
27/02/1981;27,71;27/02/1981;20,55;27/02/1981;21,64;27/02/1981;88,56;27/02/1981;74,12;27/02/1981;3,35;27/02/1981;273,81
28/02/1981;27,24;28/02/1981;20,81;28/02/1981;16,62;28/02/1981;89,69;28/02/1981;74,17;28/02/1981;3,48;28/02/1981;261,69
01/03/1981;27,65;01/03/1981;20,57;01/03/1981;8,53;01/03/1981;87,88;01/03/1981;74,16;01/03/1981;3;01/03/1981;282,44
02/03/1981;27,87;02/03/1981;20,46;02/03/1981;0,5;02/03/1981;86,62;02/03/1981;74,2;02/03/1981;3,13;02/03/1981;286,5
03/03/1981;28,53;03/03/1981;20,16;03/03/1981;19,22;03/03/1981;85,31;03/03/1981;74,2;03/03/1981;2,84;03/03/1981;291,5
04/03/1981;27,02;04/03/1981;20,51;04/03/1981;24,94;04/03/1981;88,56;04/03/1981;74,19;04/03/1981;3,11;04/03/1981;283,25
05/03/1981;27,12;05/03/1981;20,44;05/03/1981;10,27;05/03/1981;86,88;05/03/1981;74,25;05/03/1981;3,34;05/03/1981;268
06/03/1981;24,15;06/03/1981;19,88;06/03/1981;24,86;06/03/1981;89,38;06/03/1981;74,22;06/03/1981;1,57;06/03/1981;244,12
07/03/1981;26,12;07/03/1981;20,12;07/03/1981;18,43;07/03/1981;88,19;07/03/1981;74,25;07/03/1981;2,27;07/03/1981;272,75
08/03/1981;25,48;08/03/1981;20,53;08/03/1981;3,3;08/03/1981;91,81;08/03/1981;74,3;08/03/1981;3,02;08/03/1981;293,25
09/03/1981;25,37;09/03/1981;20,55;09/03/1981;16,05;09/03/1981;90,75;09/03/1981;74,38;09/03/1981;2,71;09/03/1981;303,44
10/03/1981;24,96;10/03/1981;20,48;10/03/1981;11,33;10/03/1981;91,75;10/03/1981;74,4;10/03/1981;2,56;10/03/1981;303,06
11/03/1981;24,19;11/03/1981;20,09;11/03/1981;5,89;11/03/1981;93,12;11/03/1981;74,36;11/03/1981;2,45;11/03/1981;281,75
12/03/1981;26,48;12/03/1981;20,55;12/03/1981;3,51;12/03/1981;88,12;12/03/1981;74,37;12/03/1981;2,08;12/03/1981;274,19
13/03/1981;25,79;13/03/1981;20,61;13/03/1981;2,27;13/03/1981;89,25;13/03/1981;74,38;13/03/1981;2,24;13/03/1981;246,75
14/03/1981;27;14/03/1981;20,39;14/03/1981;16,84;14/03/1981;86,69;14/03/1981;74,39;14/03/1981;1,66;14/03/1981;256,62
15/03/1981;27,83;15/03/1981;20,74;15/03/1981;7,85;15/03/1981;85,75;15/03/1981;74,39;15/03/1981;2,55;15/03/1981;235,31
16/03/1981;25,91;16/03/1981;20,76;16/03/1981;17,36;16/03/1981;90,19;16/03/1981;74,3;16/03/1981;2,98;16/03/1981;271,19
17/03/1981;24,95;17/03/1981;19,98;17/03/1981;6,73;17/03/1981;88,19;17/03/1981;74,34;17/03/1981;2,43;17/03/1981;269,38
18/03/1981;24,4;18/03/1981;18,84;18/03/1981;9,65;18/03/1981;83,19;18/03/1981;74,32;18/03/1981;1,7;18/03/1981;98,44
19/03/1981;26,97;19/03/1981;19,62;19/03/1981;35,18;19/03/1981;82,75;19/03/1981;74,34;19/03/1981;2,19;19/03/1981;276,31
20/03/1981;24,83;20/03/1981;19,69;20/03/1981;11,11;20/03/1981;90,25;20/03/1981;74,34;20/03/1981;2,09;20/03/1981;252,81
21/03/1981;24,84;21/03/1981;20,1;21/03/1981;2,44;21/03/1981;84,25;21/03/1981;74,37;21/03/1981;1,44;21/03/1981;248,19
22/03/1981;25,27;22/03/1981;19,4;22/03/1981;22,1;22/03/1981;90;22/03/1981;74,35;22/03/1981;2,07;22/03/1981;267,81
23/03/1981;25,82;23/03/1981;19,75;23/03/1981;6,06;23/03/1981;87,31;23/03/1981;74,37;23/03/1981;1,62;23/03/1981;296,06
24/03/1981;26,42;24/03/1981;19,55;24/03/1981;2,73;24/03/1981;88,81;24/03/1981;74,39;24/03/1981;2,45;24/03/1981;301,88
25/03/1981;25,7;25/03/1981;19,68;25/03/1981;4,49;25/03/1981;88,56;25/03/1981;74,39;25/03/1981;2,26;25/03/1981;280,12
26/03/1981;25,38;26/03/1981;20,53;26/03/1981;3,88;26/03/1981;91,25;26/03/1981;74,43;26/03/1981;2,73;26/03/1981;299,81
27/03/1981;27,23;27/03/1981;19,97;27/03/1981;1,47;27/03/1981;87,94;27/03/1981;74,36;27/03/1981;3,01;27/03/1981;274,06
28/03/1981;26,62;28/03/1981;20,09;28/03/1981;2,08;28/03/1981;86,75;28/03/1981;74,3;28/03/1981;3,23;28/03/1981;264,31
29/03/1981;25,98;29/03/1981;19,93;29/03/1981;1,32;29/03/1981;87,38;29/03/1981;74,29;29/03/1981;2,67;29/03/1981;274,12
30/03/1981;26,35;30/03/1981;19,79;30/03/1981;35,62;30/03/1981;87,5;30/03/1981;74,33;30/03/1981;2,65;30/03/1981;294,44
31/03/1981;26,6;31/03/1981;19,87;31/03/1981;6,46;31/03/1981;87,12;31/03/1981;74,35;31/03/1981;2,6;31/03/1981;285,38
01/04/1981;26,94;01/04/1981;19,94;01/04/1981;3,35;01/04/1981;87;01/04/1981;74,35;01/04/1981;3,11;01/04/1981;280,81
02/04/1981;26,97;02/04/1981;19,92;02/04/1981;8,63;02/04/1981;87,44;02/04/1981;74,23;02/04/1981;3,14;02/04/1981;270,62
03/04/1981;26,14;03/04/1981;20,08;03/04/1981;20,47;03/04/1981;89;03/04/1981;74,18;03/04/1981;2,95;03/04/1981;265,56
04/04/1981;25,87;04/04/1981;20,23;04/04/1981;14,85;04/04/1981;89,94;04/04/1981;74,2;04/04/1981;3,28;04/04/1981;273,94
05/04/1981;25,76;05/04/1981;20,6;05/04/1981;6,41;05/04/1981;91,44;05/04/1981;74,22;05/04/1981;2,91;05/04/1981;282,69
06/04/1981;25,98;06/04/1981;20,55;06/04/1981;11,96;06/04/1981;90,19;06/04/1981;74,18;06/04/1981;2,79;06/04/1981;266,12
07/04/1981;26,64;07/04/1981;20,51;07/04/1981;8,56;07/04/1981;89,38;07/04/1981;74,1;07/04/1981;2,8;07/04/1981;267,44
08/04/1981;26,84;08/04/1981;20,15;08/04/1981;10,38;08/04/1981;89,81;08/04/1981;74,14;08/04/1981;3,38;08/04/1981;277,06
09/04/1981;27,4;09/04/1981;19,83;09/04/1981;5,9;09/04/1981;86,88;09/04/1981;74,21;09/04/1981;2,7;09/04/1981;289,44
10/04/1981;26,9;10/04/1981;20,52;10/04/1981;2,94;10/04/1981;88,56;10/04/1981;74,15;10/04/1981;3,31;10/04/1981;269,06
11/04/1981;26,87;11/04/1981;19,9;11/04/1981;29,85;11/04/1981;88,56;11/04/1981;74,15;11/04/1981;3,4;11/04/1981;267,69
12/04/1981;27,63;12/04/1981;20,41;12/04/1981;7;12/04/1981;88,5;12/04/1981;74,15;12/04/1981;2,84;12/04/1981;289,94
13/04/1981;26,57;13/04/1981;20,47;13/04/1981;8,08;13/04/1981;88,94;13/04/1981;74,16;13/04/1981;2,88;13/04/1981;274,62
14/04/1981;26,98;14/04/1981;20,17;14/04/1981;14,8;14/04/1981;88,94;14/04/1981;74,24;14/04/1981;3,12;14/04/1981;271,19
15/04/1981;26,6;15/04/1981;20,33;15/04/1981;13,2;15/04/1981;89,75;15/04/1981;74,35;15/04/1981;3,16;15/04/1981;273,75
16/04/1981;27,04;16/04/1981;21,04;16/04/1981;5,09;16/04/1981;86,25;16/04/1981;74,42;16/04/1981;1,88;16/04/1981;293,5
17/04/1981;25,91;17/04/1981;20,63;17/04/1981;13,5;17/04/1981;88,75;17/04/1981;74,34;17/04/1981;1,82;17/04/1981;261,5
18/04/1981;25,44;18/04/1981;19,92;18/04/1981;3,7;18/04/1981;89,69;18/04/1981;74,36;18/04/1981;3,01;18/04/1981;261,75
19/04/1981;25,47;19/04/1981;19,34;19/04/1981;1,02;19/04/1981;87,56;19/04/1981;74,4;19/04/1981;2,11;19/04/1981;284,38
20/04/1981;26,4;20/04/1981;19,37;20/04/1981;0,38;20/04/1981;86,62;20/04/1981;74,4;20/04/1981;2,06;20/04/1981;274,31
21/04/1981;27,54;21/04/1981;19,7;21/04/1981;7,81;21/04/1981;87,5;21/04/1981;74,36;21/04/1981;2,98;21/04/1981;272,12
22/04/1981;26,27;22/04/1981;19,45;22/04/1981;2,82;22/04/1981;87,69;22/04/1981;74,31;22/04/1981;2,78;22/04/1981;287,56
23/04/1981;25,83;23/04/1981;19,74;23/04/1981;2,24;23/04/1981;87,69;23/04/1981;74,2;23/04/1981;2,8;23/04/1981;274,81
24/04/1981;26,12;24/04/1981;19,8;24/04/1981;1,07;24/04/1981;89,38;24/04/1981;74,16;24/04/1981;3,03;24/04/1981;279,19
25/04/1981;26,55;25/04/1981;19,73;25/04/1981;1,22;25/04/1981;87,56;25/04/1981;74,19;25/04/1981;2,72;25/04/1981;265,81
26/04/1981;26,45;26/04/1981;19,77;26/04/1981;0,27;26/04/1981;87,19;26/04/1981;74,29;26/04/1981;3,08;26/04/1981;273,44
27/04/1981;25,37;27/04/1981;19,45;27/04/1981;1,04;27/04/1981;87,81;27/04/1981;74,33;27/04/1981;2,62;27/04/1981;268
28/04/1981;26,63;28/04/1981;19,27;28/04/1981;3,13;28/04/1981;86,56;28/04/1981;74,3;28/04/1981;1,98;28/04/1981;237,5
29/04/1981;26,73;29/04/1981;20,39;29/04/1981;2,2;29/04/1981;86,25;29/04/1981;74,32;29/04/1981;2,39;29/04/1981;270,62
30/04/1981;26,75;30/04/1981;20,32;30/04/1981;3,75;30/04/1981;85,06;30/04/1981;74,34;30/04/1981;2,3;30/04/1981;263,88
01/05/1981;26,28;01/05/1981;19,63;01/05/1981;1,27;01/05/1981;83,75;01/05/1981;74,38;01/05/1981;1,61;01/05/1981;223,5
02/05/1981;27,73;02/05/1981;19,48;02/05/1981;0,35;02/05/1981;81,88;02/05/1981;74,36;02/05/1981;2,54;02/05/1981;249,62
03/05/1981;28,22;03/05/1981;19,49;03/05/1981;0,08;03/05/1981;82,69;03/05/1981;74,37;03/05/1981;2,43;03/05/1981;295,31
04/05/1981;25,4;04/05/1981;19,58;04/05/1981;0,07;04/05/1981;86,25;04/05/1981;74,37;04/05/1981;2,14;04/05/1981;290
05/05/1981;24,12;05/05/1981;19,38;05/05/1981;0,18;05/05/1981;88,12;05/05/1981;74,31;05/05/1981;1,91;05/05/1981;269,81
06/05/1981;25,22;06/05/1981;19,26;06/05/1981;1,63;06/05/1981;89,19;06/05/1981;74,29;06/05/1981;1,76;06/05/1981;289,88
07/05/1981;24,56;07/05/1981;19,44;07/05/1981;1,48;07/05/1981;89,75;07/05/1981;74,32;07/05/1981;1,91;07/05/1981;268,62
08/05/1981;26,45;08/05/1981;18,91;08/05/1981;0,5;08/05/1981;86,19;08/05/1981;74,39;08/05/1981;2,38;08/05/1981;257,69
09/05/1981;27,01;09/05/1981;19,05;09/05/1981;0,83;09/05/1981;83,75;09/05/1981;74,34;09/05/1981;2,26;09/05/1981;267,19
10/05/1981;27,32;10/05/1981;18,95;10/05/1981;0,73;10/05/1981;85,44;10/05/1981;74,33;10/05/1981;2,77;10/05/1981;282,62
11/05/1981;26,34;11/05/1981;19,27;11/05/1981;0,2;11/05/1981;85,19;11/05/1981;74,33;11/05/1981;2,11;11/05/1981;257,38
12/05/1981;27,05;12/05/1981;19,21;12/05/1981;0,65;12/05/1981;85,12;12/05/1981;74,31;12/05/1981;2,09;12/05/1981;284,06
13/05/1981;27,38;13/05/1981;19,66;13/05/1981;4,73;13/05/1981;85,31;13/05/1981;74,24;13/05/1981;2,3;13/05/1981;272,81
14/05/1981;25,52;14/05/1981;19,3;14/05/1981;1,64;14/05/1981;87,12;14/05/1981;74,19;14/05/1981;2,98;14/05/1981;274
15/05/1981;24,64;15/05/1981;19,27;15/05/1981;0,23;15/05/1981;88,81;15/05/1981;74,21;15/05/1981;2,12;15/05/1981;262,5
16/05/1981;26,55;16/05/1981;19,28;16/05/1981;1,02;16/05/1981;86,88;16/05/1981;74,32;16/05/1981;2,23;16/05/1981;281,94
17/05/1981;27,91;17/05/1981;19,7;17/05/1981;0,25;17/05/1981;84,69;17/05/1981;74,34;17/05/1981;2,59;17/05/1981;283,25
18/05/1981;28,25;18/05/1981;19,25;18/05/1981;0,11;18/05/1981;82,81;18/05/1981;74,28;18/05/1981;2,85;18/05/1981;282
19/05/1981;27,95;19/05/1981;18,9;19/05/1981;0,03;19/05/1981;82,69;19/05/1981;74,27;19/05/1981;2,63;19/05/1981;280,31
20/05/1981;28,22;20/05/1981;19,21;20/05/1981;0,43;20/05/1981;84,5;20/05/1981;74,25;20/05/1981;2,8;20/05/1981;293,25
21/05/1981;29,01;21/05/1981;18,99;21/05/1981;0,32;21/05/1981;82,06;21/05/1981;74,3;21/05/1981;3,15;21/05/1981;289,69
22/05/1981;27,96;22/05/1981;18,55;22/05/1981;0,76;22/05/1981;80,88;22/05/1981;74,31;22/05/1981;2,6;22/05/1981;265,06
23/05/1981;27,35;23/05/1981;18,76;23/05/1981;1,06;23/05/1981;82,12;23/05/1981;74,35;23/05/1981;2,62;23/05/1981;277,69
24/05/1981;27,36;24/05/1981;19,14;24/05/1981;1,46;24/05/1981;83,69;24/05/1981;74,39;24/05/1981;2,52;24/05/1981;279,88
25/05/1981;27,39;25/05/1981;19,64;25/05/1981;1,68;25/05/1981;84,12;25/05/1981;74,38;25/05/1981;2,6;25/05/1981;299,31
26/05/1981;27,31;26/05/1981;19,8;26/05/1981;0,86;26/05/1981;83,5;26/05/1981;74,38;26/05/1981;2,67;26/05/1981;274,19
27/05/1981;26,92;27/05/1981;19,7;27/05/1981;0,94;27/05/1981;83,06;27/05/1981;74,35;27/05/1981;2,68;27/05/1981;273,12
28/05/1981;27,43;28/05/1981;18,98;28/05/1981;0,09;28/05/1981;81,38;28/05/1981;74,37;28/05/1981;2,67;28/05/1981;273,06
29/05/1981;26,96;29/05/1981;18,71;29/05/1981;0,09;29/05/1981;81,44;29/05/1981;74,37;29/05/1981;2,59;29/05/1981;277,31
30/05/1981;26,28;30/05/1981;19,26;30/05/1981;0,33;30/05/1981;82,94;30/05/1981;74,34;30/05/1981;2,69;30/05/1981;272,81
31/05/1981;26,7;31/05/1981;19,45;31/05/1981;0,02;31/05/1981;83,25;31/05/1981;74,33;31/05/1981;2,81;31/05/1981;275,44
01/06/1981;26,08;01/06/1981;19,01;01/06/1981;0,06;01/06/1981;83,62;01/06/1981;74,35;01/06/1981;1,8;01/06/1981;274,06
02/06/1981;27,71;02/06/1981;18,83;02/06/1981;0,02;02/06/1981;80,5;02/06/1981;74,35;02/06/1981;1,8;02/06/1981;286
03/06/1981;27,51;03/06/1981;19,06;03/06/1981;0,16;03/06/1981;80,62;03/06/1981;74,3;03/06/1981;2,5;03/06/1981;283,44
04/06/1981;28,36;04/06/1981;19,76;04/06/1981;0,01;04/06/1981;80,19;04/06/1981;74,27;04/06/1981;2,66;04/06/1981;288,12
05/06/1981;27,05;05/06/1981;18,81;05/06/1981;0,47;05/06/1981;81,94;05/06/1981;74,26;05/06/1981;3,2;05/06/1981;273,31
06/06/1981;27,7;06/06/1981;17,79;06/06/1981;0,18;06/06/1981;80,19;06/06/1981;74,26;06/06/1981;2,96;06/06/1981;275,19
07/06/1981;26,95;07/06/1981;18,66;07/06/1981;0,7;07/06/1981;82,69;07/06/1981;74,33;07/06/1981;3,05;07/06/1981;287,25
08/06/1981;27,43;08/06/1981;18,7;08/06/1981;0,65;08/06/1981;82,06;08/06/1981;74,39;08/06/1981;2,7;08/06/1981;292,75
09/06/1981;27,19;09/06/1981;19,36;09/06/1981;0,84;09/06/1981;83,81;09/06/1981;74,42;09/06/1981;2,62;09/06/1981;267,75
10/06/1981;27,35;10/06/1981;19,05;10/06/1981;0,26;10/06/1981;80,69;10/06/1981;74,42;10/06/1981;2,62;10/06/1981;270,5
11/06/1981;27,56;11/06/1981;19,1;11/06/1981;1,1;11/06/1981;81,31;11/06/1981;74,36;11/06/1981;2,62;11/06/1981;289
12/06/1981;27,8;12/06/1981;18,79;12/06/1981;0,14;12/06/1981;80,06;12/06/1981;74,36;12/06/1981;2,59;12/06/1981;296,19
13/06/1981;27,78;13/06/1981;19,32;13/06/1981;0,01;13/06/1981;78,88;13/06/1981;74,38;13/06/1981;2,55;13/06/1981;263,75
14/06/1981;27,75;14/06/1981;19,05;14/06/1981;0,03;14/06/1981;80,25;14/06/1981;74,37;14/06/1981;2,52;14/06/1981;279,38
15/06/1981;26,62;15/06/1981;19,01;15/06/1981;1,13;15/06/1981;80,94;15/06/1981;74,3;15/06/1981;2,5;15/06/1981;270,81
16/06/1981;26,94;16/06/1981;18,23;16/06/1981;0,52;16/06/1981;79,31;16/06/1981;74,3;16/06/1981;2,45;16/06/1981;287,75
17/06/1981;28,05;17/06/1981;18,86;17/06/1981;0,97;17/06/1981;79,31;17/06/1981;74,36;17/06/1981;2,31;17/06/1981;302
18/06/1981;28,01;18/06/1981;19,08;18/06/1981;1,96;18/06/1981;79,44;18/06/1981;74,4;18/06/1981;2,56;18/06/1981;286,62
19/06/1981;28,73;19/06/1981;18,74;19/06/1981;0,78;19/06/1981;78,56;19/06/1981;74,4;19/06/1981;2,53;19/06/1981;282,25
20/06/1981;28,8;20/06/1981;18,37;20/06/1981;0,91;20/06/1981;78,44;20/06/1981;74,45;20/06/1981;2,91;20/06/1981;299,62
21/06/1981;28,83;21/06/1981;17,77;21/06/1981;0,24;21/06/1981;76,12;21/06/1981;74,42;21/06/1981;2,9;21/06/1981;293,31
22/06/1981;28,4;22/06/1981;18,15;22/06/1981;0,7;22/06/1981;76,38;22/06/1981;74,34;22/06/1981;2,73;22/06/1981;266,19
23/06/1981;28,89;23/06/1981;18,58;23/06/1981;0,56;23/06/1981;74,25;23/06/1981;74,33;23/06/1981;2,98;23/06/1981;269,56
24/06/1981;29,73;24/06/1981;17,86;24/06/1981;0,03;24/06/1981;72,31;24/06/1981;74,33;24/06/1981;2,83;24/06/1981;283,5
25/06/1981;29,01;25/06/1981;18,2;25/06/1981;0,01;25/06/1981;74,5;25/06/1981;74,35;25/06/1981;2,88;25/06/1981;289,38
26/06/1981;30,04;26/06/1981;18,32;26/06/1981;0,04;26/06/1981;72,81;26/06/1981;74,32;26/06/1981;3,06;26/06/1981;280,75
27/06/1981;28,2;27/06/1981;18,52;27/06/1981;0,02;27/06/1981;74,62;27/06/1981;74,31;27/06/1981;3,14;27/06/1981;269,19
28/06/1981;28,6;28/06/1981;17,44;28/06/1981;0,01;28/06/1981;72;28/06/1981;74,32;28/06/1981;2,92;28/06/1981;275,81
29/06/1981;28,14;29/06/1981;17,76;29/06/1981;0,55;29/06/1981;73,44;29/06/1981;74,37;29/06/1981;2,89;29/06/1981;268,69
30/06/1981;28,83;30/06/1981;18,55;30/06/1981;0,54;30/06/1981;74,06;30/06/1981;74,37;30/06/1981;2,59;30/06/1981;288,69
